#{"t_start": 1761408449.496938, "env_id": "None"}
r,l,t
39.5,40,2205.592721
45.468,45,2206.454246
47.1,46,2207.311587
58.9,56,2208.267716
60.9,58,2209.212194
72.9,68,2210.191742
54.3,52,2211.138316
76.436,71,2212.143855
39.5,40,2212.9102
39.3,40,2213.644838
61.3,58,2214.653189
36.9,38,2215.372776
51.9,50,2216.240163
53.3,52,2217.134807
52.672,51,2218.108078
39.9,40,2218.891865
56.5,54,2219.822901
60.9,58,2220.763145
53.9,52,2221.669319
42.1,42,2222.48543
54.3,52,2223.424322
46.9,46,2224.353983
39.5,40,2225.143544
51.7,50,2226.021235
46.7,46,2226.952498
60.5,58,2227.928752
53.7,52,2228.816733
53.7,52,2229.895518
46.9,46,2230.873965
39.7,40,2231.656197
60.9,58,2232.623672
39.7,40,2233.472267
54.1,52,2234.555437
44.5,44,2235.519794
61.3,58,2236.622455
39.5,40,2237.369231
60.7,58,2238.326808
53.9,52,2239.325709
53.7,52,2240.243959
61.1,58,2241.276582
61.3,58,2242.243371
44.7,44,2243.073677
46.7,46,2243.920306
51.3,50,2244.794975
60.068,57,2245.788562
46.7,46,2246.645892
63.1,60,2247.607487
60.9,58,2248.651802
46.9,46,2249.522621
79.3,74,2250.569367
46.7,46,2251.443572
37.5,38,2252.171083
53.1,52,2253.102802
54.1,52,2254.007879
46.5,46,2254.885684
46.831,46,2255.747205
46.7,46,2256.634975
46.9,46,2257.491242
46.7,46,2258.379398
60.7,58,2259.345618
47.1,46,2260.223648
59.1,56,2261.209291
39.9,40,2262.006622
46.9,46,2262.916137
53.9,52,2263.977891
49.3,48,2264.876946
46.9,46,2265.721549
47.028,46,2266.569976
54.1,52,2267.563294
46.9,46,2268.56466
46.3,46,2269.473422
71.661,67,2270.493726
46.5,46,2271.317235
46.1,46,2272.219522
58.9,58,2273.194256
41.7,42,2274.083273
46.7,46,2274.937755
61.3,58,2275.859829
46.7,46,2276.79945
39.7,40,2277.574405
43.9,44,2278.391947
68.5,64,2279.327073
51.1,50,2280.229485
39.9,40,2280.987135
56.3,54,2281.90572
39.7,40,2282.734382
34.9,36,2283.425742
39.7,40,2284.179622
68.5,64,2285.1498
37.3,38,2285.865779
54.1,52,2286.78457
46.7,46,2287.688093
53.7,52,2288.62907
61.1,58,2289.612171
47.1,46,2290.563196
31.9,34,2291.190968
46.7,46,2292.042497
39.7,40,2292.859882
67.3,64,2293.849725
59.436,57,2294.8125
39.5,40,2295.543139
54.1,52,2296.479629
53.7,52,2297.399493
39.5,40,2298.189042
41.9,42,2298.95858
46.3,46,2299.795897
54.1,52,2300.750899
68.5,64,2301.627005
59.052,56,2302.551876
51.7,50,2303.474205
54.1,52,2304.402064
54.1,52,2305.301499
39.5,40,2306.044955
39.3,40,2306.807985
46.5,46,2307.688044
46.3,46,2308.542698
46.9,46,2309.384166
51.433,50,2310.255171
53.5,52,2311.164139
49.3,48,2312.107871
53.1,52,2313.027781
46.1,46,2313.955525
44.1,44,2314.802802
68.1,64,2315.787137
39.5,40,2316.516023
65.659,62,2317.474267
60.7,58,2318.475949
39.7,40,2319.302336
58.3,56,2320.289409
61.1,58,2321.212209
54.3,52,2322.102342
47.498,47,2322.951251
46.7,46,2323.82471
47.1,46,2324.719507
53.5,52,2325.640079
46.5,46,2326.492395
39.5,40,2327.26287
39.9,40,2328.033104
53.9,52,2328.933534
39.7,40,2329.700085
37.231,38,2330.433359
46.7,46,2331.284138
66.7,64,2332.279625
60.9,58,2333.326336
53.9,52,2334.299031
45.9,46,2335.134518
46.5,46,2336.081749
39.7,40,2336.837018
61.1,58,2337.776556
46.5,46,2338.633393
54.3,52,2339.582225
61.1,58,2340.574674
39.7,40,2341.350631
44.1,44,2342.172091
53.5,52,2343.083369
60.9,58,2344.09289
46.9,46,2345.007825
46.7,46,2345.922149
61.1,58,2346.854244
61.1,58,2347.846299
39.7,40,2348.590723
61.3,58,2349.550649
54.1,52,2350.576665
47.1,46,2351.435006
45.7,46,2352.295992
47.5,48,2353.188874
46.7,46,2354.033767
51.7,50,2354.920191
39.1,40,2355.74154
51.7,50,2356.621551
65.7,62,2357.609863
53.9,52,2358.603681
46.9,46,2359.461882
45.9,46,2360.390465
56.5,54,2361.323602
48.068,47,2362.205523
44.7,44,2363.039049
42.1,42,2363.852956
39.7,40,2364.591066
39.5,40,2365.361881
60.084,57,2366.315653
54.3,52,2367.23395
46.5,46,2368.091807
39.7,40,2368.865315
61.1,58,2369.903474
46.3,46,2370.844579
37.5,38,2371.596573
34.9,36,2372.277328
39.5,40,2373.039346
39.9,40,2373.80763
46.9,46,2374.653759
31.9,34,2375.306453
68.1,64,2376.296965
53.5,52,2377.202235
61.3,58,2378.151803
60.3,58,2379.075485
39.7,40,2379.836083
39.7,40,2380.585565
68.1,64,2381.687596
36.864,38,2382.42535
53.5,52,2383.357108
39.7,40,2384.122615
60.9,58,2385.175848
75.3,70,2386.174773
39.7,40,2386.944399
39.7,40,2387.710118
70.5,66,2388.721659
53.3,52,2389.662623
41.9,42,2390.439695
75.1,70,2391.497903
39.3,40,2392.303118
34.5,36,2393.001062
53.9,52,2393.941137
42.1,42,2394.772882
54.1,52,2395.687968
39.7,40,2396.451759
58.9,56,2397.415242
46.5,46,2398.26115
54.1,52,2399.147935
70.9,66,2400.194646
46.7,46,2401.104373
53.9,52,2402.066707
61.3,58,2402.996778
70.5,66,2404.000684
47.1,46,2404.860561
24.7,26,2405.353719
46.1,46,2406.196293
37.3,38,2406.966482
39.3,40,2407.745195
39.5,40,2408.605077
53.7,52,2409.527249
46.9,46,2410.367481
39.5,40,2411.1336
39.3,40,2411.909095
51.1,50,2412.859118
34.7,36,2413.523347
39.7,40,2414.26045
60.7,58,2415.260616
65.9,62,2416.181527
46.7,46,2417.025312
39.9,40,2417.838932
39.7,40,2418.678719
44.3,44,2419.459497
54.1,52,2420.344767
41.7,42,2421.14291
60.9,58,2422.033453
46.9,46,2422.881431
44.1,44,2423.683872
46.9,46,2424.629647
61.1,58,2425.550584
61.3,58,2426.534675
44.1,44,2427.362448
68.5,64,2428.391167
54.3,52,2429.283815
53.7,52,2430.249244
37.1,38,2430.974888
34.5,36,2431.642589
71.1,66,2432.634938
60.7,58,2433.596856
74.9,70,2434.584922
54.1,52,2435.497132
39.3,40,2436.245827
41.7,42,2437.028174
39.9,40,2437.782962
37.1,38,2438.515682
39.9,40,2439.275744
29.9,32,2439.895756
53.9,52,2440.775012
68.5,64,2441.817809
51.1,50,2442.691516
39.9,40,2443.497526
60.9,58,2444.423514
51.3,50,2445.283694
46.3,46,2446.116012
49.5,48,2447.013821
39.7,40,2447.756733
61.1,58,2448.706852
47.1,46,2449.558469
56.5,54,2450.525194
39.5,40,2451.278903
37.043,38,2452.00442
49.1,50,2452.932816
54.3,52,2453.862862
46.9,46,2454.710295
39.9,40,2455.464685
38.7,40,2456.198036
39.5,40,2456.943959
68.1,64,2457.941143
53.5,52,2458.851985
54.1,52,2459.755286
39.3,40,2460.503436
51.7,50,2461.394296
46.5,46,2462.250801
46.5,46,2463.085251
60.9,58,2463.994453
54.1,52,2464.923083
51.9,50,2465.825775
60.9,58,2466.751884
34.7,36,2467.438301
46.9,46,2468.278251
65.631,62,2469.259694
39.5,40,2470.039675
39.7,40,2470.816957
51.5,50,2471.695411
39.1,40,2472.447705
53.9,52,2473.35078
48.9,48,2474.202049
68.5,64,2475.27928
31.9,34,2475.93317
39.5,40,2476.694822
54.1,52,2477.565374
51.5,50,2478.415983
39.5,40,2479.177361
53.9,52,2480.137076
46.5,46,2481.004238
53.5,52,2481.88455
44.3,44,2482.694244
38.9,40,2483.43504
46.5,46,2484.277146
53.9,52,2485.199316
46.9,46,2486.063405
68.3,64,2487.049932
47.1,46,2488.005143
41.9,42,2488.827689
60.9,58,2489.811613
60.06,57,2490.734655
41.9,42,2491.521875
65.3,62,2492.523007
46.9,46,2493.376786
37.5,38,2494.128059
47.1,46,2494.979825
75.3,70,2496.035146
49.3,48,2496.907648
49.1,48,2497.792612
60.7,58,2498.733186
61.5,58,2499.684529
39.7,40,2500.429672
53.9,52,2501.346808
39.3,40,2502.087657
46.5,46,2502.910711
39.1,40,2503.661016
46.9,46,2504.549391
46.7,46,2505.453741
53.7,52,2506.475516
46.3,46,2507.407467
46.1,46,2508.317744
68.7,64,2509.319881
68.5,64,2510.340074
46.5,46,2511.287332
46.7,46,2512.131575
56.3,54,2513.032169
51.229,50,2513.908874
53.9,52,2514.771795
39.5,40,2515.501476
42.1,42,2516.296728
60.9,58,2517.230146
53.5,52,2518.10147
75.5,70,2519.169868
47.1,46,2520.000852
46.9,46,2520.873481
41.3,42,2521.737684
46.9,46,2522.602172
51.5,50,2523.663241
39.1,40,2524.44316
75.9,70,2525.481183
75.7,70,2526.480437
39.1,40,2527.280233
82.5,76,2528.270354
48.014,47,2529.127197
53.9,52,2530.082223
39.9,40,2530.838942
60.9,58,2531.818227
46.5,46,2532.671637
41.9,42,2533.462192
46.7,46,2534.324456
39.3,40,2535.208665
68.7,64,2536.186112
61.3,58,2537.126178
39.9,40,2537.922099
46.7,46,2538.801798
39.7,40,2539.554791
47.1,46,2540.393099
47.1,46,2541.220731
38.256,39,2541.930881
56.7,54,2542.917484
37.5,38,2543.64772
54.1,52,2544.580436
69.005,65,2545.536428
60.7,58,2546.513996
39.3,40,2547.310266
41.9,42,2548.133119
47.1,46,2548.992278
54.1,52,2549.904502
39.5,40,2550.764198
72.5,68,2551.8828
39.3,40,2552.609343
46.5,46,2553.465223
46.5,46,2554.298297
39.5,40,2555.060437
53.9,52,2555.972296
82.5,76,2556.936664
39.9,40,2557.679049
39.7,40,2558.547805
39.9,40,2559.304078
46.1,46,2560.111122
39.5,40,2560.834361
39.5,40,2561.699221
61.3,58,2562.666431
41.7,42,2563.47894
37.5,38,2564.186622
39.7,40,2564.941883
46.9,46,2565.775585
60.9,58,2566.679282
39.5,40,2567.427754
39.7,40,2568.158947
39.9,40,2568.93085
35.1,36,2569.595242
75.249,70,2570.634439
61.5,58,2571.527053
68.5,64,2572.499755
39.9,40,2573.246327
61.1,58,2574.218946
51.7,50,2575.132431
45.465,46,2575.955856
56.3,54,2576.884266
75.1,70,2577.913336
34.5,36,2578.595152
56.1,54,2579.742697
68.1,64,2580.851323
75.7,70,2581.931635
46.9,46,2582.809583
74.9,70,2583.780074
75.5,70,2584.868503
49.1,48,2585.702048
44.453,44,2586.525129
46.9,46,2587.425339
87.3,80,2588.488338
53.5,52,2589.550754
46.9,46,2590.444911
46.9,46,2591.359736
77.7,72,2592.456401
54.1,52,2593.427285
38.3,40,2594.202041
42.1,42,2595.083202
53.7,52,2595.978745
39.9,40,2596.735149
46.9,46,2597.578998
61.1,58,2598.505644
39.5,40,2599.246273
37.1,38,2599.983878
46.9,46,2600.824155
37.1,38,2601.518078
53.9,52,2602.410452
44.7,44,2603.223459
34.7,36,2603.905954
39.7,40,2604.694467
58.7,56,2605.638558
46.7,46,2606.4867
46.7,46,2607.329403
46.7,46,2608.160849
46.7,46,2608.988862
61.3,58,2609.917097
75.9,70,2610.952997
46.7,46,2611.765205
45.5,46,2612.598533
47.1,46,2613.464934
62.668,59,2614.394493
68.3,64,2615.462842
44.631,44,2616.33204
68.5,64,2617.249938
54.1,52,2618.17367
39.3,40,2618.966694
39.7,40,2619.711522
41.9,42,2620.488196
69.9,66,2621.520649
46.7,46,2622.361276
48.9,48,2623.246459
39.7,40,2623.995482
53.5,52,2624.922671
54.1,52,2625.869208
68.3,64,2627.007695
39.9,40,2627.863728
68.1,64,2628.941932
39.7,40,2629.696131
53.3,52,2630.615179
35.1,36,2631.424704
39.7,40,2632.225185
68.3,64,2633.199298
47.1,46,2634.036311
60.9,58,2635.015444
61.3,58,2636.01106
46.5,46,2636.8599
54.1,52,2637.835448
43.7,46,2638.641024
45.7,46,2639.522948
48.7,48,2640.485749
39.7,40,2641.28638
46.5,46,2642.156787
46.9,46,2643.02002
49.1,48,2643.893167
68.1,64,2644.892257
39.5,40,2645.652052
34.9,36,2646.366271
39.1,40,2647.135916
46.7,46,2647.982744
61.3,58,2648.936383
46.5,46,2649.772556
51.1,50,2650.658252
70.5,66,2651.612745
53.1,52,2652.562807
46.5,46,2653.407687
58.633,56,2654.372423
46.5,46,2655.202403
46.3,46,2656.097382
46.3,46,2657.025742
62.831,60,2657.992464
39.5,40,2658.754677
54.1,52,2659.674104
39.3,40,2660.456991
47.1,46,2661.302073
37.1,38,2662.015773
63.5,60,2663.101387
53.7,52,2664.000576
61.5,58,2664.945535
54.3,52,2665.833709
46.7,46,2666.673505
60.5,58,2667.772587
38.7,40,2668.518262
61.3,58,2669.501994
46.9,46,2670.36545
48.276,47,2671.255544
54.3,52,2672.32006
47.1,46,2673.395547
39.5,40,2674.22381
39.7,40,2675.071585
67.7,64,2676.141803
41.7,42,2676.975744
42.1,42,2677.862578
46.1,46,2678.740857
46.9,46,2679.61527
53.7,52,2680.545682
46.5,46,2681.392497
46.9,46,2682.338137
72.433,68,2683.390191
75.7,70,2684.418391
39.9,40,2685.187709
67.633,64,2686.241395
46.7,46,2687.096308
61.5,58,2688.038344
68.5,64,2689.138533
75.9,70,2690.164057
39.3,40,2690.903375
46.7,46,2691.746104
46.7,46,2692.60163
39.9,40,2693.34697
63.087,60,2694.319137
39.7,40,2695.081642
53.9,52,2696.034814
39.9,40,2696.790802
46.9,46,2697.632278
39.9,40,2698.417244
51.1,50,2699.36333
46.5,46,2700.234435
51.7,50,2701.105646
47.1,46,2702.024828
39.3,40,2702.7726
53.9,52,2703.665257
46.9,46,2704.527512
46.9,46,2705.368847
44.035,44,2706.194544
60.9,58,2707.232092
63.295,60,2708.225863
46.9,46,2709.069674
46.7,46,2709.993445
46.5,46,2710.834683
44.1,46,2711.685067
37.3,38,2712.390936
51.5,50,2713.236978
47.1,46,2714.074889
34.3,36,2714.763644
36.5,38,2715.499511
53.7,52,2716.411303
46.7,46,2717.230003
53.9,52,2718.120974
46.7,46,2718.9696
35.1,36,2719.666678
54.1,52,2720.592829
34.5,36,2721.326464
39.7,40,2722.09064
61.3,58,2723.117708
50.9,50,2724.000872
61.1,58,2724.975512
47.1,46,2725.810362
53.7,52,2726.727589
46.5,46,2727.577538
46.9,46,2728.605529
61.1,58,2729.60161
39.7,40,2730.404294
46.9,46,2731.251786
60.7,58,2732.267838
51.1,50,2733.20367
46.5,46,2734.045389
72.5,68,2735.104638
39.5,40,2735.98201
68.1,64,2737.002162
54.3,52,2737.929436
60.9,58,2738.883732
39.3,40,2739.642018
60.7,58,2740.677121
39.3,40,2741.42436
39.7,40,2742.208732
46.7,46,2743.055869
39.7,40,2743.840142
53.7,52,2744.774015
53.7,52,2745.756305
54.1,52,2746.694283
61.1,58,2747.620762
82.3,76,2748.642601
43.3,44,2749.475307
61.3,58,2750.466239
61.3,58,2751.473433
53.9,52,2752.391588
39.5,40,2753.145118
34.5,36,2753.833956
53.5,52,2754.778093
46.9,46,2755.623084
47.1,46,2756.573309
60.9,58,2757.519423
46.5,46,2758.339863
37.3,38,2759.054982
39.7,40,2759.834569
55.7,54,2760.761207
58.1,56,2761.718112
46.9,46,2762.551098
53.7,52,2763.503253
37.3,38,2764.223966
46.7,46,2765.114733
46.3,46,2766.020438
61.3,58,2767.071608
39.7,40,2767.81838
39.7,40,2768.631259
73.078,68,2769.626491
34.5,36,2770.317333
56.5,54,2771.245836
46.848,46,2772.158199
53.7,52,2773.060052
53.9,52,2773.955768
39.3,40,2774.71245
39.9,40,2775.466746
46.9,46,2776.32724
67.9,64,2777.368912
54.1,52,2778.317313
54.1,52,2779.208551
46.9,46,2780.035496
52.464,51,2781.002817
39.3,40,2781.747463
68.5,64,2782.76158
44.3,44,2783.569998
44.3,44,2784.359405
46.1,46,2785.210865
61.1,58,2786.183958
68.1,64,2787.184299
39.5,40,2787.956376
46.9,46,2788.826322
41.9,42,2789.605426
42.7,44,2790.464357
46.5,46,2791.337862
44.3,44,2792.166771
39.7,40,2793.006202
39.5,40,2793.768693
46.9,46,2794.620096
34.9,36,2795.308837
39.7,40,2796.078889
39.5,40,2796.848571
46.7,46,2797.76935
39.9,40,2798.514958
46.5,46,2799.349702
46.9,46,2800.208011
47.1,46,2801.067428
37.5,38,2801.791954
53.5,52,2802.712831
60.7,58,2803.669754
54.3,52,2804.656898
38.9,40,2805.419817
69.27,65,2806.412916
54.1,52,2807.407135
38.7,40,2808.260687
46.7,46,2809.161428
39.5,40,2809.906644
46.1,46,2815.035758
41.7,42,2815.828261
75.5,70,2816.812501
53.9,52,2817.683891
39.7,40,2818.450666
46.9,46,2819.306766
75.1,70,2820.25179
42.3,42,2821.034755
53.9,52,2821.900168
34.9,36,2822.591685
39.5,40,2823.31901
58.9,56,2824.266972
53.3,52,2825.165322
67.675,64,2826.114384
46.5,46,2826.960882
39.3,40,2827.75034
60.068,57,2828.666618
54.3,52,2829.586445
46.7,46,2830.438422
46.5,46,2831.24079
44.7,44,2832.081804
46.7,46,2832.955811
46.3,46,2833.944528
39.1,40,2834.817575
46.5,46,2835.76338
39.7,40,2836.587702
46.9,46,2837.434601
54.3,52,2838.413519
47.1,46,2839.34654
39.3,40,2840.148373
34.7,36,2840.823835
53.7,52,2841.710252
75.3,70,2842.746307
53.9,52,2843.649052
53.9,52,2844.627576
54.1,52,2845.541916
39.3,40,2846.348922
75.3,70,2847.353516
39.5,40,2848.115967
60.7,58,2849.098637
39.3,40,2849.879195
46.9,46,2850.771602
39.3,40,2851.526101
39.3,40,2852.467069
38.9,40,2853.450826
39.9,40,2854.354944
58.3,56,2855.325303
39.3,40,2856.067099
39.3,40,2856.831301
39.7,40,2857.600582
46.5,46,2858.533196
46.3,46,2859.355401
46.9,46,2860.203827
51.7,50,2861.100413
46.3,46,2861.935668
39.5,40,2862.692772
46.9,46,2863.55955
56.1,54,2864.543712
61.1,58,2865.52322
46.7,46,2866.333001
53.7,52,2867.233002
54.1,52,2868.121104
39.7,40,2868.871379
53.3,52,2869.772609
54.1,52,2870.705705
51.5,50,2871.587716
49.1,48,2872.46134
39.1,40,2873.21514
45.9,46,2874.04321
46.5,46,2874.878607
50.463,49,2875.803014
53.5,52,2876.725259
44.3,44,2877.523891
53.9,52,2878.484574
34.7,36,2879.164234
49.1,48,2880.047475
39.5,40,2880.79937
39.7,40,2881.56862
47.1,46,2882.429575
49.1,48,2883.298775
46.7,46,2884.166665
75.9,70,2885.191634
53.9,52,2886.022254
49.1,48,2886.909975
46.7,46,2887.77738
66.3,62,2888.826923
53.9,52,2889.773868
39.5,40,2890.687118
56.3,54,2891.765458
65.5,62,2892.797376
39.7,40,2893.613142
55.871,54,2894.638169
46.9,46,2895.482026
54.1,52,2896.380569
70.3,66,2897.374929
39.3,40,2898.11611
39.7,40,2898.880356
39.3,40,2899.662197
39.5,40,2900.524412
39.7,40,2901.284332
43.263,43,2902.110145
39.5,40,2902.868534
42.1,42,2903.652455
50.845,50,2904.486066
75.7,70,2905.434483
39.9,40,2906.201084
39.9,40,2906.983399
32.7,34,2907.644706
39.5,40,2908.411331
46.3,46,2909.256915
47.464,47,2910.093874
61.3,58,2911.060513
39.3,40,2911.887
49.3,48,2912.782231
39.5,40,2913.531932
39.7,40,2914.285619
46.5,46,2915.136982
37.5,38,2915.879956
49.3,48,2916.740004
39.9,40,2917.548431
67.088,63,2918.583158
39.1,40,2919.430311
54.3,52,2920.318301
67.9,64,2921.291866
58.5,56,2922.284656
46.9,46,2923.278063
53.9,52,2924.177974
47.1,46,2925.020448
39.5,40,2925.789308
39.5,40,2926.570454
53.7,52,2927.56389
54.1,52,2928.501073
61.3,58,2929.421778
37.1,38,2930.115624
46.7,46,2930.973703
75.3,70,2931.943941
53.9,52,2932.846723
46.9,46,2933.707396
39.3,40,2934.47676
39.9,40,2935.235549
47.1,46,2936.113333
74.7,70,2937.124231
49.1,48,2938.006008
49.5,48,2938.920272
63.5,60,2939.918662
68.5,64,2940.948136
47.1,46,2941.790247
37.1,38,2942.515254
75.9,70,2943.496973
60.9,58,2944.487912
41.9,42,2945.256561
44.5,46,2946.194524
65.7,62,2947.173882
54.1,52,2948.125104
39.7,40,2948.894572
39.7,40,2949.626125
44.5,44,2950.41304
61.864,59,2951.341468
46.3,46,2952.17591
39.7,40,2952.915101
39.3,40,2953.642618
39.7,40,2954.409076
46.5,46,2955.258353
46.9,46,2956.102053
46.5,46,2956.937908
39.9,40,2957.692458
39.5,40,2958.484531
64.9,62,2959.497218
61.1,58,2960.402284
46.7,46,2961.250168
41.7,42,2962.022754
39.1,40,2962.771989
53.7,52,2963.698545
46.7,46,2964.553243
53.9,52,2965.536872
46.7,46,2966.469666
60.7,58,2967.415829
39.7,40,2968.165015
46.7,46,2968.988559
54.1,52,2969.93621
46.9,46,2970.791662
53.7,52,2971.784146
39.5,40,2972.538787
39.7,40,2973.288872
46.5,46,2974.141054
49.3,48,2975.04911
39.5,40,2975.79917
39.5,40,2976.553197
53.7,52,2977.437592
35.1,36,2978.095641
39.5,40,2978.849875
39.698,40,2979.598857
46.7,46,2980.499323
61.3,58,2981.390345
61.3,58,2982.302819
54.1,52,2983.259709
46.9,46,2984.103216
37.3,38,2984.812459
46.9,46,2985.645962
61.1,58,2986.614926
46.7,46,2987.458045
39.5,40,2988.224094
47.1,46,2989.089057
39.7,40,2989.823052
60.3,58,2990.7814
60.7,58,2991.718424
58.7,56,2992.64894
53.7,52,2993.54271
34.7,36,2994.211617
39.3,40,2995.034388
58.7,58,2996.045063
54.1,52,2996.965205
54.1,52,2997.820018
53.3,52,2998.748842
46.9,46,2999.60314
56.5,54,3000.51834
35.1,36,3001.231888
44.1,44,3002.096193
39.7,40,3002.843071
42.3,42,3003.6264
46.7,46,3004.465469
46.7,46,3005.302323
48.5,48,3006.246139
60.9,58,3007.214059
60.9,58,3008.202147
46.9,46,3009.038766
51.5,50,3009.925128
53.3,52,3010.815799
46.7,46,3011.695951
39.7,40,3012.452806
39.7,40,3013.202983
72.7,68,3014.278567
46.7,46,3015.124283
53.1,52,3016.017612
39.3,40,3016.822758
46.5,46,3017.832172
37.3,38,3018.587633
42.3,42,3019.444865
39.5,40,3020.210853
53.7,52,3021.061106
47.1,46,3021.955232
34.9,36,3022.704038
53.9,52,3023.631119
46.7,46,3024.461604
46.5,46,3025.294815
46.7,46,3026.147401
53.9,52,3027.132324
60.5,58,3028.177321
41.9,42,3028.961674
39.3,40,3029.710699
54.1,52,3030.626615
51.9,52,3031.6085
53.9,52,3032.556129
48.627,48,3033.430035
53.9,52,3034.349281
43.5,44,3035.191185
47.1,46,3036.051881
60.9,58,3036.98645
39.7,40,3037.772734
46.3,46,3038.660401
46.7,46,3039.511165
85.3,78,3040.711924
42.1,42,3041.489204
75.9,70,3042.596689
39.7,40,3043.360672
53.5,52,3044.320955
53.5,52,3045.20902
39.7,40,3045.99408
47.1,46,3046.814528
68.5,64,3047.914752
51.431,50,3048.807128
45.3,46,3049.637029
63.3,60,3050.691604
61.3,58,3051.6539
39.7,40,3052.447124
54.1,52,3053.376515
46.7,46,3054.242336
54.1,52,3055.247873
44.7,44,3056.075827
39.7,40,3056.820555
39.5,40,3057.593449
46.5,46,3058.485781
53.7,52,3059.38479
39.9,40,3060.147936
53.7,52,3061.071517
53.3,52,3061.971463
48.9,48,3062.845872
32.5,34,3063.620515
54.3,52,3064.547777
38.288,39,3065.302603
68.3,64,3066.386062
43.9,44,3067.2269
39.5,40,3067.990155
46.9,46,3068.884917
39.9,40,3069.705958
48.9,48,3070.628133
41.5,42,3071.431347
53.7,52,3072.330527
53.5,52,3073.260835
67.7,64,3074.241287
45.66,45,3075.045856
46.9,46,3075.923302
46.3,46,3076.87051
34.7,36,3077.562529
41.7,42,3078.386316
46.7,46,3079.363506
56.5,54,3080.331537
39.1,40,3081.212881
46.5,46,3082.038467
53.7,52,3082.917804
81.1,76,3083.933249
39.1,40,3084.685984
54.1,52,3085.583723
54.3,52,3086.491787
54.1,54,3087.411243
39.9,40,3088.186549
39.5,40,3088.939579
34.637,36,3089.639021
61.1,58,3090.592021
46.5,46,3091.413426
39.9,40,3092.149776
53.9,52,3093.089056
51.3,50,3093.964906
39.5,40,3094.73128
50.433,50,3095.615536
50.7,50,3096.506402
39.7,40,3097.253896
44.5,44,3098.061399
38.488,39,3098.787292
49.5,48,3099.675596
30.1,32,3100.290631
53.9,52,3101.210804
37.3,38,3101.92912
53.9,52,3102.831401
54.1,52,3103.760143
37.831,39,3104.495024
67.9,64,3105.513925
46.5,46,3106.347161
32.3,34,3106.982577
53.9,52,3107.90994
52.684,51,3108.820149
39.7,40,3109.590651
34.9,36,3110.273354
63.3,60,3111.204596
54.1,52,3112.117386
53.9,52,3113.035555
32.1,34,3113.660169
53.7,52,3114.579947
46.7,46,3115.452231
39.1,40,3116.214264
75.3,70,3117.212739
60.3,58,3118.176715
60.7,58,3119.101734
36.9,38,3119.841188
53.9,52,3120.791006
51.253,50,3121.690347
54.1,52,3122.570941
46.9,46,3123.4238
42.1,42,3124.232886
53.9,52,3125.123935
46.9,46,3125.976788
39.9,40,3126.728872
67.9,64,3127.690135
41.7,42,3128.477568
46.5,46,3129.325532
39.1,40,3130.096251
56.212,54,3131.062906
53.7,52,3131.977214
53.9,52,3132.84399
86.899,80,3133.846467
39.3,40,3134.596538
42.3,42,3135.383921
68.1,64,3136.339221
39.9,40,3137.10307
37.1,38,3137.809699
54.1,52,3138.745339
39.7,40,3139.509518
63.3,60,3140.453828
61.5,58,3141.3863
68.1,64,3142.360266
39.5,40,3143.126351
46.5,46,3143.96951
54.1,52,3144.87424
43.435,44,3145.683334
46.9,46,3146.571315
68.5,64,3147.593736
39.3,40,3148.349838
56.3,54,3149.265818
51.868,51,3150.158077
46.5,46,3151.014844
46.7,46,3151.905876
53.7,52,3152.816231
53.7,52,3153.707182
39.5,40,3154.480696
39.7,40,3155.234415
54.1,52,3156.142002
58.5,56,3157.065548
46.7,46,3157.904737
46.1,46,3158.735522
44.1,44,3159.559561
36.1,40,3160.334468
47.1,46,3161.161877
53.9,52,3162.097598
46.3,46,3162.957083
39.7,40,3163.717735
36.9,38,3164.441614
35.1,36,3165.105624
39.9,40,3165.872805
53.7,52,3166.800142
39.3,40,3167.570434
46.7,46,3168.411643
46.7,46,3169.251376
47.1,46,3170.102342
46.3,46,3170.975994
34.7,36,3171.661734
36.9,38,3172.367053
34.5,36,3173.061589
39.5,40,3173.919308
46.5,46,3174.772904
46.7,46,3175.617096
53.5,52,3176.52325
46.7,46,3177.361979
39.5,40,3178.136127
46.7,46,3178.970374
39.5,40,3179.808094
60.264,57,3180.763263
46.3,46,3181.617378
34.9,36,3182.314645
39.7,40,3183.086895
42.1,42,3183.882275
44.5,44,3184.693357
49.3,48,3185.571726
59.66,57,3186.503411
39.7,40,3187.258962
39.5,40,3188.028419
47.1,46,3188.909363
55.5,54,3189.844685
39.9,40,3190.613948
54.1,52,3191.531049
39.3,40,3192.309806
53.5,52,3193.187973
39.5,40,3193.984015
46.5,46,3194.844598
70.284,66,3195.843919
68.1,64,3196.844962
58.418,57,3197.78009
46.9,46,3198.639112
46.9,46,3199.50972
61.5,58,3200.472741
45.864,45,3201.297552
54.3,52,3202.235638
39.9,40,3203.010011
41.5,42,3203.805276
58.489,56,3204.803079
34.3,36,3205.488933
53.9,52,3206.382406
51.633,50,3207.268136
53.9,52,3208.191027
46.9,46,3209.068774
60.3,58,3210.072016
53.9,52,3211.073055
39.1,40,3211.800251
53.5,52,3212.668301
39.5,40,3213.407499
39.7,40,3214.137076
70.5,66,3215.123332
39.5,40,3215.85608
53.7,52,3216.754521
39.1,40,3217.491936
39.3,40,3218.24237
39.5,40,3218.98184
46.244,46,3219.855086
39.9,40,3220.587548
53.9,52,3221.468955
39.7,40,3222.22227
