timestep,AgentsAlive,AvgEnergy,CommunityPool,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable,AgentsAlive_std,AvgEnergy_std,CommunityPool_std,GiniEnergy_std,TotalScar_std,MinedRenewable_std,MinedNonrenewable_std
268,4.1,6.192665656236572,0.7599999999999968,0.1743069506798154,0.20699999999999985,3.2,0.0,2.3,1.4010368103473452,1.2705904139414836,0.101938363231549,0.3262223168331681,2.9933259094191533,0.0
269,4.0,6.25233013553118,0.7691791410585308,0.16231540165533834,0.2719999999999999,1.6,0.5,2.1447610589527217,1.450711469525136,1.2653876936599986,0.11030447759577273,0.4561973257264886,1.9595917942265426,1.5
270,4.0,6.058246992074501,0.4399999999999986,0.16045856950155002,0.12999999999999987,1.2,0.0,2.1447610589527217,1.4529090479983178,1.3199999999999963,0.12343813727056395,0.27676705006196073,2.5612496949731396,0.0
271,3.9,5.9303331545507945,0.4799999999999981,0.13028122510218088,0.12199999999999986,0.4,0.0,2.2561028345356955,0.9653447348263103,1.312097557348534,0.10384820843528973,0.26468094000135317,1.2000000000000002,0.0
272,3.9,5.963190297407936,0.4999999999999979,0.12699647787440654,0.11399999999999988,3.2,0.0,2.2561028345356955,0.9182766538887375,1.3061393493804514,0.08901199185095474,0.2527132762638321,3.9191835884530852,0.0
273,3.8,6.618140416996164,0.9399999999999945,0.12736885944412515,0.1069999999999999,3.6,0.5,2.181742422927143,1.4430867104533434,1.4143549766589658,0.0781061095997786,0.2404183853202577,2.1540659228538015,1.5
274,3.8,6.350464393749408,1.0137321627272902,0.14107551066928126,0.1009999999999999,2.0,0.0,2.181742422927143,1.472468089521659,1.434634359657979,0.08626848814952552,0.2277037549097509,4.09878030638384,0.0
275,3.8,6.358521369377113,0.4999999999999979,0.12874936416066188,0.09499999999999989,2.0,0.0,2.181742422927143,1.5027682754722604,1.4999999999999931,0.08578861875872461,0.21499999999999983,2.0,0.0
276,3.8,6.14471184556759,0.5199999999999976,0.13237908993377803,0.0889999999999999,1.2,0.0,2.181742422927143,1.4980295328547266,1.4945233353815464,0.08485480645509776,0.2023091693423704,1.8330302779823362,0.0
277,3.7,6.345217341686033,0.565840870425267,0.10320142403798649,0.08299999999999991,2.4,0.0,2.1,1.6215520375289987,1.4848696789179243,0.06934328053980665,0.18963385773642827,3.2,0.0
278,3.7,6.667790535293423,1.2345992451152499,0.11875680075143177,0.0769999999999999,4.0,0.0,2.1,1.9626745878686827,1.7201420572640167,0.06866291211135364,0.17697739968707843,2.5298221281347035,0.0
279,3.7,6.496361963864851,1.25459924511525,0.11771001483497671,0.0709999999999999,2.0,0.0,2.1,1.9699967183886231,1.7067819800325625,0.07364422058846792,0.16434415109762784,3.687817782917155,0.0
280,3.7,6.3578840083527,0.6658408704252669,0.1061368121885408,0.0649999999999999,0.8,0.0,2.1,2.0342639294047724,1.7888560974697953,0.07199365542900486,0.15173990905493495,1.6000000000000003,0.0
281,3.7,6.324550675019367,0.7658408704252666,0.08978756094166729,0.0589999999999999,1.2,0.5,2.1,2.108858396271553,1.7767492685716268,0.053057394035973995,0.13917255476565749,2.561249694973139,1.5
282,3.7,6.42312273501904,0.9480115873985486,0.09344956373795169,0.052999999999999894,2.8,0.0,2.1,2.272507107415144,1.7635675135886364,0.06488268968535132,0.12665306944563143,2.5612496949731396,0.0
283,3.6,6.405503687399991,1.248011587398548,0.09927987973867561,0.04699999999999989,2.4,0.0,2.244994432064365,2.278621586742704,1.7803882885315039,0.054895162427209813,0.11419719786404546,2.65329983228432,0.0
284,3.6,6.262646544542848,1.3480115873985479,0.09657255163252187,0.040999999999999884,2.0,0.0,2.244994432064365,2.1704225229398357,1.734987072130633,0.05272389405954674,0.10182828683622225,4.8166378315169185,0.0
285,3.6,6.312737315536014,0.8934790964134572,0.09688188655701221,0.10899999999999992,2.0,0.5,2.244994432064365,2.1609856705293633,1.754507122186788,0.06814050511687217,0.22642658854472014,2.6832815729997477,1.5
286,3.6,6.119403982202681,0.9934790964134569,0.09436037608580143,0.10299999999999991,0.8,0.0,2.244994432064365,2.143594581309417,1.797108628470041,0.07541847379760011,0.21977488482535942,1.6000000000000003,0.0
287,3.6,6.034642077440776,1.1534790964134563,0.10666539990378276,0.09699999999999992,2.0,0.0,2.244994432064365,2.1340684133559455,1.7453040169750274,0.07988345252167979,0.2133096341002909,2.6832815729997477,0.0
288,3.6,6.029880172678871,1.3534790964134558,0.122729913883261,0.16699999999999995,1.6,1.0,2.244994432064365,2.1852027822575044,1.7733286421596484,0.08413244995747692,0.2819592169091125,2.65329983228432,2.0
289,3.6,6.083213506012204,1.6934790964134538,0.10607831384918125,0.23599999999999993,2.4,0.5,2.244994432064365,2.221766174348493,1.8222866644802702,0.06568664102919834,0.4459641241176245,3.6660605559646724,1.5
290,3.6,6.988004563390132,0.4199999999999989,0.08351939279868514,0.16699999999999995,3.2,0.5,2.244994432064365,2.5893992944840614,0.6838128398911486,0.05947341966916797,0.2884111648324315,3.9191835884530852,1.5
291,3.6,6.743718849104418,0.799999999999996,0.08869157020645399,0.16099999999999995,2.0,0.0,2.244994432064365,2.449797853319802,1.2033287165192983,0.07400680593342086,0.28033729684078784,2.0,0.0
292,3.6,6.5908884057809,1.083146436597954,0.10283282195246428,0.15499999999999994,1.6,0.0,2.244994432064365,2.3762864826197934,1.3329708910841465,0.08676848043059865,0.2723325173386388,1.9595917942265426,0.0
293,3.6,6.619459834352329,1.2031464365979536,0.09354021333742979,0.14899999999999997,2.4,0.0,2.244994432064365,2.4020019555959835,1.4854145050100167,0.07475032361026808,0.26440310134338435,3.2,0.0
294,3.6,6.565174120066615,1.2031464365979536,0.08043852168171946,0.21799999999999997,1.6,0.5,2.244994432064365,2.3312653357452935,1.4854145050100167,0.06269153769449476,0.33837257572090546,1.9595917942265424,1.5
295,3.6,6.7165961857528895,1.0245253101273613,0.07577416080198145,0.2119999999999999,2.4,0.0,2.244994432064365,2.3336288145328554,1.4840999539201842,0.056590329103222835,0.3293569492207504,2.6532998322843198,0.0
296,3.6,6.4306991541129195,1.105804531607148,0.0862426067371141,0.20599999999999996,0.8,0.0,2.244994432064365,2.2270328974152003,1.4374202200590378,0.06395298349110856,0.3203498088028147,1.6000000000000003,0.0
