timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable,AgentsAlive_std,AvgEnergy_std,GiniEnergy_std,TotalScar_std,MinedRenewable_std,MinedNonrenewable_std
82,14.9,30.7493523809524,0.14144418365081082,0.0,9.6,0.0,0.3,1.578627059739416,0.025452593120742592,0.0,5.71314274283428,0.0
83,14.9,30.773828571428595,0.13963937645945054,0.0,7.2,0.0,0.3,1.7314105592860625,0.02450966103929025,0.0,4.664761515876241,0.0
84,14.9,31.65230476190478,0.14261816857798307,0.0,20.8,0.0,0.3,1.8053967416190113,0.02584498813796588,0.0,4.995998398718719,0.0
85,14.9,32.151923809523836,0.1392994477481168,0.0,15.2,0.0,0.3,1.859584893478769,0.026916986270626435,0.0,3.919183588453085,0.0
86,14.9,32.69468571428575,0.13669376192928656,0.0,14.8,0.0,0.3,1.5878987463507073,0.023485876221722497,0.0,6.20966987850401,0.0
87,14.9,32.60049523809526,0.13625117674515771,0.0,4.8,0.0,0.3,1.760509355690545,0.02392076267766451,0.0,4.66476151587624,0.0
88,14.9,33.46382857142861,0.1385334660031434,0.0,20.8,0.0,0.3,1.7843087099564128,0.024834990611317945,0.0,4.308131845707604,0.0
89,14.9,33.91544761904764,0.13758803095370523,0.0,13.6,0.0,0.3,1.9012373189446565,0.0258370947820946,0.0,5.122499389946279,0.0
90,14.9,34.33554285714288,0.13638102604216337,0.0,13.6,0.0,0.3,1.667694692907803,0.025452373916569418,0.0,7.418894796396562,0.0
91,14.9,34.48982857142861,0.13377517404638273,0.0,8.8,0.0,0.3,1.8548362040500739,0.025209424134019234,0.0,4.308131845707604,0.0
92,14.9,35.09449523809527,0.13928944674993873,0.0,16.4,0.0,0.3,1.879740329343298,0.02517982323037807,0.0,5.2,0.0
93,14.9,35.62563809523813,0.13592913306645213,0.0,15.2,0.0,0.3,1.9117275153800661,0.024312694974422424,0.0,6.4,0.0
94,14.9,36.06040000000003,0.13580821934831816,0.0,13.2,0.0,0.3,1.7278368287158015,0.024168499557990577,0.0,5.670978751503131,0.0
95,14.9,36.164019047619085,0.13175299027387116,0.0,8.0,0.0,0.3,1.8094504936525917,0.023132095783313482,0.0,4.732863826479693,0.0
96,14.9,37.17182857142861,0.13342116752471106,0.0,22.0,0.0,0.3,1.9694841636426073,0.02588583845257195,0.0,4.47213595499958,0.0
97,14.9,37.486971428571465,0.13310323975116417,0.0,12.0,0.0,0.3,2.0177902287767546,0.025400429365093586,0.0,4.732863826479693,0.0
98,14.9,37.77992380952385,0.13547343022590824,0.0,11.2,0.0,0.3,1.7199010090166056,0.023188288739504813,0.0,5.8787753826796285,0.0
99,14.9,37.832876190476235,0.13411937135556692,0.0,7.2,0.0,0.3,1.9017384465040355,0.023470607736570448,0.0,4.308131845707603,0.0
100,14.9,38.71935238095243,0.13409486096624906,0.0,20.4,0.0,0.3,1.9831052041897215,0.023325064146159116,0.0,5.782732917920384,0.0
101,14.9,39.38697142857147,0.1312350601508006,0.0,16.8,0.0,0.3,2.0790920662744528,0.02403520673789841,0.0,6.144916598294887,0.0
102,14.9,39.67459047619052,0.1328874180339118,0.0,10.8,0.0,0.3,1.8784415699217247,0.023535126222943476,0.0,5.3814496188294845,0.0
103,14.9,39.681733333333376,0.13111031639583903,0.0,6.4,0.0,0.3,1.9102219580166333,0.021734567035270824,0.0,2.65329983228432,0.0
104,14.9,40.48420952380957,0.13498178674255726,0.0,19.6,0.0,0.3,2.0732868441099033,0.023705850247717635,0.0,5.499090833947008,0.0
105,14.9,41.08649523809528,0.13135743786749848,0.0,16.4,0.0,0.3,2.173754854911591,0.025477830956322296,0.0,5.499090833947008,0.0
106,14.9,41.56297142857148,0.13179368064585192,0.0,14.0,0.0,0.3,1.9716531387164546,0.02593948154286647,0.0,6.0,0.0
107,14.9,41.436780952381,0.13234997828286074,0.0,4.4,0.0,0.3,2.097656634353266,0.0252941361091521,0.0,4.17612260356422,0.0
108,14.9,42.086780952381005,0.13733025301558272,0.0,16.8,0.0,0.3,2.1364934607967383,0.024091949091377345,0.0,5.6000000000000005,0.0
109,14.9,42.697066666666714,0.1339573926073086,0.0,16.0,0.0,0.3,2.213894932767438,0.02344946362521993,0.0,6.196773353931867,0.0
110,14.9,43.23316190476196,0.1316385713554907,0.0,14.8,0.0,0.3,1.9863798477155457,0.025528313162927176,0.0,6.7052218456960855,0.0
